,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
178,Turks and Caicos,2404,0,17,0,2365,0,22,2,61369,434,65926,1682945,39173,North America,2021-05-17
179,Sao Tome and Principe,2327,0,35,0,2274,0,18,0,10449,157,12999,58371,222695,Africa,2021-05-17
180,Sint Maarten,2282,0,27,0,2223,0,32,2,52702,624,26880,620785,43300,North America,2021-05-17
181,Liberia,2114,0,85,0,1962,0,67,2,410,16,97875,18965,5160782,Africa,2021-05-17
182,Taiwan,2017,335,12,0,1123,7,882,0,85,5,571259,23948,23854430,Asia,2021-05-17
183,St. Vincent Grenadines,1937,0,12,0,1772,0,153,2,17412,108,47148,423810,111248,North America,2021-05-17
184,Saint Martin,1773,0,12,0,1399,0,362,7,45185,306,27588,703076,39239,North America,2021-05-17
185,Laos,1638,47,2,0,582,8,1054,0,222,3,223820,30380,7367417,Asia,2021-05-17
186,Caribbean Netherlands,1597,0,17,0,1563,0,17,0,60412,643,10072,381010,26435,North America,2021-05-17
187,Isle of Man,1590,0,29,0,1558,0,3,1,18613,339,44761,523974,85426,Europe,2021-05-17
188,Bhutan,1296,10,1,0,1177,22,118,0,1664,1,746914,958800,779009,Asia,2021-05-17
189,Mauritius,1282,0,17,0,1134,0,131,0,1007,13,358675,281620,1273612,Africa,2021-05-17
190,Antigua and Barbuda,1241,0,33,0,1179,0,29,4,12582,335,16700,169309,98636,North America,2021-05-17
191,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America,2021-05-17
192,Faeroe Islands,670,0,1,0,663,0,6,0,13666,20,259990,5303213,49025,Europe,2021-05-17
193,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409510,66394,North America,2021-05-17
194,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61207228,Africa,2021-05-17
195,Wallis and Futuna,445,0,7,0,436,0,2,1,40213,633,17264,1560094,11066,Australia/Oceania,2021-05-17
196,British Virgin Islands,248,0,1,0,209,0,38,0,8156,33,39777,1308153,30407,North America,2021-05-17
197,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278984,441130,Asia,2021-05-17
198,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219622,72142,North America,2021-05-17
199,Fiji,174,2,4,0,119,0,51,0,193,4,70792,78474,902110,Australia/Oceania,2021-05-17
200,New Caledonia,124,0,0,0,58,0,66,0,431,0,32150,111675,287890,Australia/Oceania,2021-05-17
201,Anguilla,109,0,0,0,95,0,14,0,7209,0,21728,1437037,15120,North America,2021-05-17
202,Macao,50,1,0,0,49,0,1,0,76,0,4483,6823,657039,Asia,2021-05-17
203,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe,2021-05-17
204,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,610072,Africa,2021-05-17
205,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199564,Australia/Oceania,2021-05-17
206,China,90872,25,4636,0,85945,25,291,1,63,3,160000000,111163,1439323776,Asia,2021-05-17
207,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9723512,Asia,2021-05-17
208,Gibraltar,4286,0,94,0,4192,0,0,0,127249,2791,244039,7245383,33682,Europe,2021-05-17
209,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship,2021-05-17
210,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253890,112978,North America,2021-05-17
211,Montserrat,20,0,1,0,19,0,0,0,4004,200,1408,281882,4995,North America,2021-05-17
212,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship,2021-05-17
213,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73396,313370,Australia/Oceania,2021-05-17
214,Falkland Islands,63,0,0,0,63,0,0,0,17657,0,7258,2034193,3568,South America,2021-05-17
215,Saint Kitts and Nevis,45,0,0,0,45,0,0,0,841,0,14008,261700,53527,North America,2021-05-17
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363532,56856,North America,2021-05-17
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America,2021-05-17
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6415,701488,Australia/Oceania,2021-05-17
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59538,Australia/Oceania,2021-05-17
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa,2021-05-17
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116073,Australia/Oceania,2021-05-17
0,USA,33750602,3163,600609,76,27203980,1671,5946013,7797,101444,1805,467250744,1404415,332701437,North America,2021-05-18
1,India,25457976,230006,282547,3796,21925253,335250,3250176,8944,18291,203,318292881,228681,1391864443,Asia,2021-05-18
2,Brazil,15661106,0,436862,0,14152433,0,1071811,8318,73223,2043,47073060,220090,213881340,South America,2021-05-18
3,France,5881137,0,107812,0,5152370,0,620955,4186,89926,1649,81694063,1249144,65400058,Europe,2021-05-18
4,Turkey,5127548,0,44983,0,4961120,0,121445,2326,60230,528,51076732,599970,85132141,Asia,2021-05-18
5,Russia,4957756,8183,116575,364,4572226,8972,268955,2300,33960,799,134000000,917875,145989315,Europe,2021-05-18
6,UK,4452756,0,127684,0,4279267,0,45805,124,65291,1872,170156171,2495025,68198176,Europe,2021-05-18
7,Italy,4167025,4452,124497,201,3727220,11831,315308,1689,69009,2062,63284455,1048036,60383853,Europe,2021-05-18
8,Spain,3615860,0,79432,0,3333587,0,202841,1836,77310,1698,48928535,1046138,46770653,Europe,2021-05-18
9,Germany,3609912,1620,86943,73,3320300,19600,202669,4015,42966,1035,58093759,691439,84018598,Europe,2021-05-18
10,Argentina,3335965,0,71027,0,2973267,0,291671,5690,73224,1559,12490822,274172,45558380,South America,2021-05-18
11,Colombia,3131410,0,81809,0,2931280,0,118321,6582,60974,1593,15957624,310720,51356849,South America,2021-05-18
12,Poland,2856924,1734,71920,245,2609216,3513,175788,1418,75559,1902,15184082,401586,37810261,Europe,2021-05-18
13,Iran,2779415,13930,77532,310,2258046,16023,443837,5173,32725,913,18285393,215295,84931806,Asia,2021-05-18
14,Mexico,2382745,822,220489,56,1903494,2172,258762,4798,18312,1695,6856267,52693,130116629,North America,2021-05-18
15,Ukraine,2160095,4095,48469,285,1882344,17751,229282,177,49654,1114,9851754,226461,43503055,Europe,2021-05-18
16,Peru,1893334,0,66471,0,1720665,0,106198,2665,56733,1992,12118928,363138,33372810,South America,2021-05-18
17,Indonesia,1748230,4185,48477,172,1612239,5628,87514,0,6333,176,15653438,56705,276051328,Asia,2021-05-18
18,Czechia,1654219,1126,29933,8,1599881,101,24405,239,154220,2791,21701619,2023199,10726389,Europe,2021-05-18
19,South Africa,1615485,0,55260,0,1526638,0,33587,546,26942,922,11134553,185694,59961755,Africa,2021-05-18
20,Netherlands,1606319,5326,17473,17,1386377,8498,202469,649,93564,1018,13524699,787781,17168090,Europe,2021-05-18
21,Canada,1336275,2167,25008,25,1244848,3348,66419,1344,35136,658,33592273,883275,38031520,North America,2021-05-18
22,Chile,1295862,3766,27965,31,1231047,5201,36850,2979,67284,1452,14043876,729185,19259697,South America,2021-05-18
23,Philippines,1154388,4487,19372,110,1082725,6383,52291,1819,10414,175,12660106,114205,110854565,Asia,2021-05-18
24,Iraq,1146948,4023,16029,34,1056885,6198,74034,475,27969,391,9929858,242144,41008092,Asia,2021-05-18
25,Romania,1072972,681,29662,91,1027412,1113,15898,716,56103,1551,8721739,456039,19124987,Europe,2021-05-18
26,Sweden,1047143,0,14301,38,899766,4006,133076,306,103122,1408,9481745,933760,10154374,Europe,2021-05-18
27,Belgium,1032895,972,24723,14,910652,0,97520,616,88784,2125,13306670,1143795,11633788,Europe,2021-05-18
28,Pakistan,882928,2566,19752,135,795511,2989,67665,4361,3931,88,12510568,55694,224629527,Asia,2021-05-18
29,Portugal,842381,0,17009,0,803191,0,22181,72,82825,1672,11191669,1100392,10170624,Europe,2021-05-18
30,Israel,839162,3,6390,1,832110,17,662,64,91237,695,14487253,1575114,9197590,Asia,2021-05-18
31,Hungary,798955,382,29277,64,640964,9988,128714,251,82889,3037,5656131,586807,9638832,Europe,2021-05-18
32,Bangladesh,782129,1272,12211,30,724209,1115,45709,1156,4708,74,5734918,34522,166123581,Asia,2021-05-18
33,Jordan,726432,1174,9295,19,710445,0,6692,729,70584,903,7001979,680354,10291674,Asia,2021-05-18
34,Serbia,707719,686,6710,14,681248,1992,19761,86,81286,771,4030710,462955,8706484,Europe,2021-05-18
35,Japan,687825,3680,11591,83,602356,7179,73878,1235,5453,92,13220299,104809,126136748,Asia,2021-05-18
36,Switzerland,683400,1240,10747,3,621695,0,50958,174,78462,1234,7360542,845069,8709992,Europe,2021-05-18
37,Austria,638155,582,10499,19,618798,1491,8858,275,70504,1160,36840818,4070190,9051376,Europe,2021-05-18
38,UAE,548681,1270,1637,4,528769,1250,18275,0,54897,164,47264038,4728870,9994784,Asia,2021-05-18
39,Lebanon,535954,0,7631,0,500872,0,27451,323,78833,1122,4206316,618702,6798617,Asia,2021-05-18
40,Morocco,515023,0,9104,0,503483,0,2436,95,13810,244,6384989,171213,37292743,Africa,2021-05-18
41,Malaysia,479421,4865,1994,47,432600,3497,44827,531,14649,61,10663780,325829,32728141,Asia,2021-05-18
42,Nepal,472354,8136,5411,196,352414,6891,114529,0,15961,183,2812959,95053,29593654,Asia,2021-05-18
43,Saudi Arabia,435027,1047,7188,14,419761,847,8078,1384,12328,204,18106104,513111,35286908,Asia,2021-05-18
44,Bulgaria,414869,0,17343,0,364682,0,32844,490,60104,2513,2684714,388948,6902499,Europe,2021-05-18
45,Ecuador,410870,0,19786,0,354499,0,36585,600,22983,1107,1370618,76670,17876829,South America,2021-05-18
46,Slovakia,387892,233,12248,10,371371,367,4273,188,71017,2242,2772844,507665,5461960,Europe,2021-05-18
47,Greece,378485,0,11471,0,340612,0,26402,647,36469,1105,8879508,855579,10378362,Europe,2021-05-18
48,Belarus,377532,0,2711,0,367840,0,6981,0,39965,287,6105215,646287,9446598,Europe,2021-05-18
49,Panama,371145,0,6297,0,359481,0,5367,105,84852,1440,2528006,577959,4374024,North America,2021-05-18
50,Kazakhstan,362030,1837,4095,22,320241,2500,37694,221,19081,216,10989671,579230,18972900,Asia,2021-05-18
51,Croatia,350997,491,7765,27,338361,886,4871,166,85965,1902,1937595,474547,4083037,Europe,2021-05-18
52,Bolivia,334824,2257,13566,49,273403,1713,47855,200,28346,1148,1319283,111690,11812036,South America,2021-05-18
53,Georgia,332441,1562,4499,30,312349,1490,15593,0,83476,1130,4621001,1160341,3982451,Asia,2021-05-18
54,Azerbaijan,330269,0,4792,0,315415,0,10062,0,32319,469,3392930,332019,10219085,Asia,2021-05-18
55,Tunisia,327473,0,11899,0,288935,0,26639,445,27457,998,1392064,116718,11926699,Africa,2021-05-18
56,Paraguay,315547,0,7692,0,262336,0,45519,560,43771,1067,1200299,166499,7209064,South America,2021-05-18
57,Palestine,304074,0,3437,0,293808,0,6829,66,58424,660,1793407,344581,5204602,Asia,2021-05-18
58,Kuwait,292490,0,1696,0,278824,0,11970,191,67617,392,2467673,570469,4325689,Asia,2021-05-18
59,Costa Rica,288626,0,3625,0,224354,0,60647,489,56210,706,1093074,212876,5134790,North America,2021-05-18
60,Dominican Republic,278549,630,3597,8,234370,272,40582,302,25455,329,1487136,135898,10942996,North America,2021-05-18
61,Denmark,268255,916,2503,0,252686,1021,13066,23,46171,431,47951266,8253136,5810066,Europe,2021-05-18
62,Lithuania,266795,685,4126,10,242103,2024,20566,191,99222,1534,3129567,1163896,2688871,Europe,2021-05-18
63,Ethiopia,266646,0,4008,0,220642,0,41996,569,2270,34,2656382,22619,117440068,Africa,2021-05-18
64,Ireland,256390,358,4941,0,238567,270,12882,39,51422,991,4729538,948567,4985980,Europe,2021-05-18
65,Moldova,253954,0,6034,0,245031,0,2889,148,63083,1499,1050325,260902,4025739,Europe,2021-05-18
66,Slovenia,249921,497,4333,6,238517,887,7071,113,120201,2084,1236479,594693,2079189,Europe,2021-05-18
67,Egypt,246909,0,14388,0,182024,0,50497,90,2374,138,2715258,26104,104016476,Africa,2021-05-18
68,Uruguay,242906,0,3521,0,212051,0,27334,495,69715,1011,2016365,578704,3484274,South America,2021-05-18
69,Guatemala,242784,1256,7913,20,223244,1195,11627,5,13337,435,1353442,74347,18204421,North America,2021-05-18
70,Honduras,227516,797,5970,10,82920,318,138626,536,22656,595,681751,67890,10042033,North America,2021-05-18
71,Armenia,221139,212,4346,13,209222,323,7571,0,74505,1464,1042821,351343,2968096,Asia,2021-05-18
72,Venezuela,216415,0,2411,0,200381,0,13623,316,7630,85,3359014,118420,28365252,South America,2021-05-18
73,Qatar,213855,370,536,4,208614,818,4705,179,76164,191,1977199,704180,2807805,Asia,2021-05-18
74,Oman,207109,812,2219,13,191539,474,13351,244,39680,425,1550000,296961,5219545,Asia,2021-05-18
75,Bosnia and Herzegovina,202675,185,9070,19,170256,801,23349,0,62115,2780,949432,290978,3262899,Europe,2021-05-18
76,Bahrain,202556,0,752,0,185619,0,16185,180,115560,429,4374017,2495410,1752825,Asia,2021-05-18
77,Libya,182012,298,3097,5,168785,407,10130,0,26178,445,989906,142374,6952869,Africa,2021-05-18
78,Kenya,166006,469,3021,8,113917,43,49068,108,3029,55,1752693,31982,54802355,Africa,2021-05-18
79,Nigeria,165778,0,2067,0,156415,0,7296,11,787,10,2002653,9510,210582794,Africa,2021-05-18
80,North Macedonia,154804,79,5232,2,146302,259,3270,111,74307,2511,760498,365045,2083299,Europe,2021-05-18
81,Sri Lanka,146936,1734,981,0,121145,1516,24810,0,6837,46,3075321,143092,21491868,Asia,2021-05-18
82,Myanmar,143097,0,3213,0,132123,0,7761,0,2615,59,2603024,47562,54728958,Asia,2021-05-18
83,S. Korea,132818,528,1904,1,122631,468,8283,156,2589,37,9395004,183110,51307858,Asia,2021-05-18
84,Albania,132032,0,2435,0,125419,0,4178,18,45924,847,677041,235489,2875041,Europe,2021-05-18
85,Latvia,128688,563,2280,11,117799,0,8609,71,68896,1221,2513111,1345446,1867864,Europe,2021-05-18
86,Estonia,127500,295,1229,6,119428,656,6843,32,96058,926,1368541,1031058,1327317,Europe,2021-05-18
87,Cuba,126755,1244,826,12,119161,1412,6768,130,11197,73,4037878,356686,11320554,North America,2021-05-18
88,Algeria,125485,0,3381,0,87476,0,34628,28,2817,76,230861,5183,44541312,Africa,2021-05-18
89,Norway,119668,168,774,0,88952,0,29942,22,21924,142,5507549,1009019,5458320,Europe,2021-05-18
90,Thailand,113555,2473,649,35,69918,2718,42988,1228,1623,9,8124896,116147,69953419,Asia,2021-05-18
91,Kyrgyzstan,100966,234,1718,7,94168,282,5080,86,15256,260,1065529,161003,6618078,Asia,2021-05-18
92,Montenegro,98971,73,1564,2,96097,98,1310,60,157563,2490,397322,632541,628136,Europe,2021-05-18
93,Uzbekistan,97068,175,672,2,92582,279,3814,23,2864,20,1377915,40655,33892564,Asia,2021-05-18
94,Ghana,93333,0,783,0,91252,0,1298,8,2950,25,1123985,35527,31637796,Africa,2021-05-18
95,Zambia,92460,0,1261,0,90862,0,337,40,4910,67,1474620,78307,18831181,Africa,2021-05-18
96,Finland,90398,149,929,0,46000,0,43469,25,16293,167,4794557,864155,5548263,Europe,2021-05-18
97,Cameroon,74946,0,1152,0,70497,0,3297,385,2763,42,1518411,55988,27120494,Africa,2021-05-18
98,El Salvador,71479,0,2195,4,66903,0,2381,22,10972,337,956458,146812,6514856,North America,2021-05-18
99,Cyprus,71231,0,347,0,39061,0,31823,46,58624,286,5943360,4891461,1215048,Asia,2021-05-18
100,Mozambique,70463,0,828,0,68731,0,904,21,2201,26,537525,16789,32016074,Africa,2021-05-18
101,Luxembourg,69239,174,808,0,66619,436,1812,30,109062,1273,2787646,4390955,634861,Europe,2021-05-18
102,Afghanistan,64122,303,2762,11,55118,108,6242,1124,1616,70,434506,10947,39691394,Asia,2021-05-18
103,Singapore,61651,38,31,0,61134,11,486,5,10466,5,11064019,1878254,5890587,Asia,2021-05-18
104,Namibia,51390,0,723,0,48355,0,2312,66,19911,280,411483,159427,2581017,Africa,2021-05-18
105,Botswana,50800,0,774,0,47477,0,2549,1,21229,323,1105082,461800,2392987,Africa,2021-05-18
106,Mongolia,49524,349,221,7,42721,877,6582,103,14897,66,2840929,854584,3324342,Asia,2021-05-18
107,Jamaica,47396,0,863,0,23281,0,23252,23,15945,290,355604,119632,2972484,North America,2021-05-18
108,Ivory Coast,46661,0,298,0,46115,0,248,0,1732,11,619741,22999,26946335,Africa,2021-05-18
109,Maldives,45956,0,101,0,28849,0,17006,90,83732,184,798691,1455224,548844,Asia,2021-05-18
110,Uganda,42859,0,347,0,42429,0,83,24,912,7,1062412,22607,46994167,Africa,2021-05-18
111,Senegal,40896,24,1128,1,39614,17,154,9,2388,66,500044,29196,17127434,Africa,2021-05-18
112,Madagascar,40326,122,774,3,38166,221,1386,245,1424,27,196451,6939,28309896,Africa,2021-05-18
113,Zimbabwe,38572,0,1582,0,36349,0,641,12,2563,105,447791,29750,15051761,Africa,2021-05-18
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5207,44740073,Africa,2021-05-18
115,Malawi,34216,0,1153,0,32241,0,822,11,1749,59,239237,12231,19559677,Africa,2021-05-18
116,Angola,30787,0,677,0,25995,0,4115,22,912,20,527590,15631,33753337,Africa,2021-05-18
117,DRC,30620,11,776,0,26603,0,3241,0,333,8,155600,1693,91924513,Africa,2021-05-18
118,Malta,30486,2,417,0,29941,21,128,0,68884,942,900491,2034672,442573,Europe,2021-05-18
119,Australia,29983,5,910,0,28900,0,173,1,1164,35,17581041,682537,25758366,Australia/Oceania,2021-05-18
120,Cabo Verde,28281,0,251,0,25432,0,2598,23,50388,447,158645,282657,561264,Africa,2021-05-18
121,Rwanda,26215,0,345,0,24764,0,1106,2,1981,26,1376065,104000,13231435,Africa,2021-05-18
122,Gabon,23909,0,145,0,20556,0,3208,16,10526,64,772653,340162,2271426,Africa,2021-05-18
123,Syria,23788,0,1705,0,21073,0,1010,0,1331,95,103566,5795,17870439,Asia,2021-05-18
124,Cambodia,22889,345,156,2,14343,1337,8390,0,1353,9,1079873,63819,16920960,Asia,2021-05-18
125,Guinea,22830,0,152,0,20421,0,2257,24,1698,11,445243,33122,13442322,Africa,2021-05-18
126,Réunion,22644,0,169,0,21603,0,872,36,25135,188,102720,114019,900902,Africa,2021-05-18
127,French Guiana,21845,0,109,0,9995,0,11741,25,71526,357,238822,781967,305412,South America,2021-05-18
128,Mayotte,20176,0,171,0,2964,0,17041,6,72435,614,176919,635163,278541,Africa,2021-05-18
129,Mauritania,18858,0,457,0,18133,0,268,14,3965,96,250574,52687,4755887,Africa,2021-05-18
130,French Polynesia,18816,0,141,0,18656,0,19,1,66646,499,26355,93349,282329,Australia/Oceania,2021-05-18
131,Eswatini,18523,0,672,0,17803,0,48,3,15823,574,201525,172146,1170663,Africa,2021-05-18
132,Trinidad and Tobago,16549,0,294,0,10370,0,5885,15,11792,209,153997,109727,1403457,North America,2021-05-18
133,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488285,400184,North America,2021-05-18
134,Guyana,15352,0,344,0,13085,0,1923,15,19436,436,137730,174369,789875,South America,2021-05-18
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7380,16278398,Africa,2021-05-18
136,Papua New Guinea,14206,278,136,0,11336,302,2734,0,1562,15,110286,12126,9094720,Australia/Oceania,2021-05-18
137,Mali,14194,0,511,0,9290,0,4393,0,684,25,284837,13722,20757350,Africa,2021-05-18
138,Andorra,13569,14,127,0,13234,23,208,12,175371,1641,193595,2502100,77373,Europe,2021-05-18
139,Haiti,13460,0,271,0,12435,0,754,0,1168,24,60085,5214,11523943,North America,2021-05-18
140,Burkina Faso,13397,0,164,0,13199,0,34,0,626,8,184102,8602,21401270,Africa,2021-05-18
141,Togo,13279,0,125,0,11901,0,1253,0,1572,15,323813,38332,8447543,Africa,2021-05-18
142,Belize,12742,0,323,0,12342,0,77,1,31546,800,126061,312094,403920,North America,2021-05-18
143,Curaçao,12256,0,120,0,12069,0,67,18,74423,729,104049,631822,164681,North America,2021-05-18
144,Suriname,12107,0,230,0,10325,0,1552,29,20478,389,56137,94950,591228,South America,2021-05-18
145,Hong Kong,11827,1,210,0,11535,4,82,2,1566,28,14841321,1965692,7550178,Asia,2021-05-18
146,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454127,375010,North America,2021-05-18
147,Djibouti,11434,0,151,0,11266,0,17,0,11428,151,154011,153928,1000540,Africa,2021-05-18
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25185,5636212,Africa,2021-05-18
149,Bahamas,11225,0,221,0,10080,0,924,8,28308,557,92954,234419,396529,North America,2021-05-18
150,Aruba,10857,0,105,0,10672,0,80,14,101313,980,158379,1477926,107163,North America,2021-05-18
151,Lesotho,10790,0,320,0,6427,0,4043,0,5002,148,87981,40787,2157103,Africa,2021-05-18
152,South Sudan,10652,0,115,0,10462,0,75,0,942,10,159088,14068,11308374,Africa,2021-05-18
153,Seychelles,9764,0,35,0,7826,0,1903,0,98746,354,21504,217476,98880,Africa,2021-05-18
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,47996,12399208,Africa,2021-05-18
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5332,78,123169,85359,1442953,Africa,2021-05-18
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6693404,North America,2021-05-18
157,CAR,6866,0,95,0,5112,0,1659,2,1400,19,40907,8343,4902986,Africa,2021-05-18
158,Yemen,6568,0,1294,0,3042,0,2232,23,216,43,38810,1277,30397797,Asia,2021-05-18
159,Iceland,6549,1,29,0,6462,6,58,55,19083,85,633116,1844846,343181,Europe,2021-05-18
160,Gambia,5957,0,175,0,5701,0,81,3,2406,71,76379,30852,2475641,Africa,2021-05-18
161,Niger,5339,0,192,0,4975,0,172,2,214,8,102694,4113,24965512,Africa,2021-05-18
162,San Marino,5087,0,90,0,4974,0,23,4,149648,2648,64241,1889830,33993,Europe,2021-05-18
163,Chad,4904,0,173,0,4691,0,40,0,291,10,116939,6946,16835185,Africa,2021-05-18
164,Saint Lucia,4818,0,76,0,4521,0,221,2,26133,412,43260,234647,184362,North America,2021-05-18
165,Timor-Leste,4765,176,10,0,2517,111,2238,0,3555,7,85558,63834,1340328,Asia,2021-05-18
166,Vietnam,4512,153,37,0,2687,19,1788,0,46,4,3091540,31513,98104367,Asia,2021-05-18
167,Burundi,4347,0,6,0,773,0,3568,0,356,5,279132,22883,12198207,Africa,2021-05-18
168,Sierra Leone,4107,0,79,0,3104,0,924,0,506,10,153257,18878,8118280,Africa,2021-05-18
169,Channel Islands,4059,0,86,0,3956,0,17,0,23159,491,454413,2592734,175264,Europe,2021-05-18
170,Eritrea,3868,0,14,0,3676,0,178,0,1078,4,23693,6601,3589270,Africa,2021-05-18
171,Comoros,3863,0,146,0,3699,0,18,0,4361,165,0,0,885730,Africa,2021-05-18
172,Guinea-Bissau,3746,0,67,0,3438,0,241,9,1865,33,65627,32675,2008468,Africa,2021-05-18
173,Liechtenstein,2990,0,58,0,2887,0,45,3,78223,1517,39109,1023153,38224,Europe,2021-05-18
174,New Zealand,2653,2,26,0,2608,1,19,0,530,5,2085298,416885,5002100,Australia/Oceania,2021-05-18
175,Monaco,2494,0,32,0,2446,0,16,1,63163,810,51953,1315765,39485,Europe,2021-05-18
176,Bermuda,2477,0,32,0,2284,0,161,7,39903,515,256914,4138701,62076,North America,2021-05-18
177,Turks and Caicos,2404,0,17,0,2365,0,22,2,61367,434,65926,1682902,39174,North America,2021-05-18
178,Sao Tome and Principe,2332,3,35,0,2277,1,20,0,10471,157,13418,60250,222706,Africa,2021-05-18
179,Sint Maarten,2292,0,27,0,2229,0,36,2,52932,624,28642,661463,43301,North America,2021-05-18
180,Taiwan,2260,245,14,2,1127,4,1119,0,95,6,610865,25608,23854548,Asia,2021-05-18
181,Liberia,2131,2,85,0,2016,54,30,2,413,16,101625,19691,5161107,Africa,2021-05-18
182,St. Vincent Grenadines,1940,3,12,0,1774,2,154,2,17438,108,47280,424993,111249,North America,2021-05-18
183,Saint Martin,1773,0,12,0,1399,0,362,7,45182,306,27588,703040,39241,North America,2021-05-18
184,Laos,1687,49,2,0,686,104,999,0,229,3,223820,30379,7367706,Asia,2021-05-18
185,Caribbean Netherlands,1599,0,17,0,1564,0,18,0,60486,643,10072,380996,26436,North America,2021-05-18
186,Isle of Man,1591,0,29,0,1558,0,4,1,18624,339,44761,523968,85427,Europe,2021-05-18
187,Bhutan,1309,13,1,0,1186,9,122,0,1680,1,749679,962321,779032,Asia,2021-05-18
188,Mauritius,1287,0,17,0,1145,0,125,0,1011,13,358675,281619,1273617,Africa,2021-05-18
189,Antigua and Barbuda,1251,0,42,0,1182,0,27,4,12683,426,16700,169306,98638,North America,2021-05-18
190,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America,2021-05-18
191,Faeroe Islands,670,0,1,0,667,0,2,0,13666,20,260878,5321217,49026,Europe,2021-05-18
192,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409467,66396,North America,2021-05-18
193,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61211895,Africa,2021-05-18
194,Wallis and Futuna,445,0,7,0,436,0,2,1,40213,633,17264,1560094,11066,Australia/Oceania,2021-05-18
195,British Virgin Islands,248,0,1,0,209,0,38,0,8156,33,39777,1308153,30407,North America,2021-05-18
196,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278977,441141,Asia,2021-05-18
197,Fiji,178,4,4,0,119,0,55,0,197,4,73292,81243,902128,Australia/Oceania,2021-05-18
198,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219619,72143,North America,2021-05-18
199,New Caledonia,124,0,0,0,58,0,66,0,431,0,32150,111672,287897,Australia/Oceania,2021-05-18
200,Anguilla,109,0,0,0,95,0,14,0,7209,0,21728,1437037,15120,North America,2021-05-18
201,Macao,50,0,0,0,49,0,1,0,76,0,4483,6823,657063,Asia,2021-05-18
202,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe,2021-05-18
203,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,610112,Africa,2021-05-18
204,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199568,Australia/Oceania,2021-05-18
205,China,90894,22,4636,0,85963,18,295,2,63,3,160000000,111163,1439323776,Asia,2021-05-18
206,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9724098,Asia,2021-05-18
207,Gibraltar,4286,0,94,0,4192,0,0,0,127249,2791,245473,7287958,33682,Europe,2021-05-18
208,Barbados,3968,0,46,0,3922,0,0,0,13793,160,163093,566919,287683,North America,2021-05-18
209,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship,2021-05-18
210,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253888,112979,North America,2021-05-18
211,Montserrat,20,0,1,0,19,0,0,0,4004,200,1408,281882,4995,North America,2021-05-18
212,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship,2021-05-18
213,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73391,313390,Australia/Oceania,2021-05-18
214,Falkland Islands,63,0,0,0,63,0,0,0,17657,0,7258,2034193,3568,South America,2021-05-18
215,Saint Kitts and Nevis,45,0,0,0,45,0,0,0,841,0,14008,261695,53528,North America,2021-05-18
